Crump,Norris R. Crump,"Calgary, Alberta",Order of Canada
Cryderman,Hilda Cryderman,"Vernon, British Columbia",Order of Canada
Cudmore,Evelyn MacEwan Cudmore,"Charlottetown, Prince Edward Island",Order of Canada
Cuello,A. Claudio Cuello,"Westmount, Quebec",Order of Canada
Cuff,Harry Alfred Cuff,"St. John's, Newfoundland and Labrador",Order of Canada
Culhane,Claire Eglin Culhane,"Vancouver, British Columbia",Order of Canada
Culliton,Edward Milton Culliton,"Regina, Saskatchewan",Order of Canada
Culver,David M. Culver,"Montréal, Quebec",Order of Canada
Cummings,Burton Cummings,"Studio City, California",Order of Canada
Cummings,Maxwell Cummings,"Montréal, Quebec",Order of Canada
Cummings,Steven M. Cummings,"Westmount, Quebec",Order of Canada
Cunliffe,Sidney Joseph Cunliffe,"Victoria, British Columbia",Order of Canada
Cunningham,Alastair J. Cunningham,"Toronto, Ontario",Order of Canada
Cunningham,Chester R. Cunningham,"Nestow, Alberta",Order of Canada
Cunningham,Gordon R. Cunningham,"Oakville, Ontario",Order of Canada
Cunningham,John Robert Cunningham,"Camrose, Alberta",Order of Canada
Curley,Tagak Curley,"Rankin Inlet, Nunavut",Order of Canada
Curlook,Walter Curlook,"Toronto, Ontario",Order of Canada
Curren,Donald E. Curren,"Halifax, Nova Scotia",Order of Canada
Currie,Balfour W. Currie,"Saskatoon, Saskatchewan",Order of Canada
Currie,Gordon G. Currie,"Regina, Saskatchewan",Order of Canada
Currie,John Hugh Currie,"Calgary, Alberta",Order of Canada
Currie,Ollie Currie,"Edmonton, Alberta",Order of Canada
Currie,Richard J. Currie,"Toronto, Ontario",Order of Canada
Curtis,George Frederick Curtis,"Vancouver, British Columbia",Order of Canada
Curtis,Wilfred A. Curtis,"Toronto, Ontario",Order of Canada
Curtola,Bobby Curtola,"Spruce Grove, Alberta",Order of Canada
Custeau,Maurice T. Custeau,"Montréal, Quebec",Order of Canada
Cynader,Max Cynader,"West Vancouver, British Columbia",Order of Canada
Cypihot,Jean Cypihot,"Joliette, Quebec",Order of Canada
Cypihot,Jeanne Cypihot,"Mont-Royal, Quebec",Order of Canada
Cyr,J.V. Raymond Cyr,"Montréal, Quebec",Order of Canada
D,Dominic D'Alessandro,"Toronto, Ontario",Order of Canada
D,J. Charles D'Amour,"Dieppe, New Brunswick",Order of Canada
D,Sylvia D'Aoust,"Montréal, Quebec",Order of Canada
d,Clarence J. d'Entremont,"Pubnico, Nova Scotia",Order of Canada
d,R. Irène d'Entremont,"Yarmouth, Nova Scotia",Order of Canada
D,Antoine D'Iorio,"Ottawa, Ontario",Order of Canada
da Roza,Gustavo U. da Roza,"Surrey, British Columbia",Order of Canada
Dacey,John Robert Dacey,"Kingston, Ontario",Order of Canada
Dafoe,Frances H. Dafoe,"Toronto, Ontario",Order of Canada
Dagenais,Camille A. Dagenais,"Montréal, Quebec",Order of Canada
Dagnone,Tony Dagnone,"London, Ontario",Order of Canada
Daigle,Lionel F. Daigle,"Saint-Basile, New Brunswick",Order of Canada
Dalibard,Jacques Dalibard,"Ottawa, Ontario",Order of Canada
Dallaire,Imelda (Marie-Joseph) Dallaire,"Chicoutimi, Quebec",Order of Canada
Dallaire,Michel Dallaire,"Montréal, Quebec",Order of Canada
Dallaire,Roméo A. Dallaire,"Hull, Quebec",Order of Canada
Dallaire-Laplante,Thérèse Dallaire-Laplante,"Boucherville, Quebec",Order of Canada
Daloze,Pierre Daloze,"Mont St-Hilaire, Quebec",Order of Canada
Dalp,Paul-Émilien Dalpé,"St-Jérôme, Quebec",Order of Canada
Daly,James M.C. Daly,"Winnipeg, Manitoba",Order of Canada
Daly,Thomas Cullen Daly,"Montréal, Quebec",Order of Canada
Dan,Leslie L. Dan,"Toronto, Ontario",Order of Canada
Danaher,Mary Alice Danaher,"100 Mile House, British Columbia",Order of Canada
Danby,Ken Danby,"Guelph, Ontario",Order of Canada
Daniel,Charles William Daniel,"North York, Ontario",Order of Canada
Daniells,Roy Daniells,"Vancouver, British Columbia",Order of Canada
Danis,Lucille Danis,"Montréal, Quebec",Order of Canada
Dansereau,Pierre Dansereau,"Outremont, Quebec",Order of Canada
Danson,Barnett J. Danson,"Toronto, Ontario",Order of Canada
Danzker,Mark Harold Danzker,"Winnipeg, Manitoba",Order of Canada
Daudelin,Robert Daudelin,"Montréal, Quebec",Order of Canada
Daunais,Lionel Daunais,"Montréal, Quebec",Order of Canada
Daveluy,Raymond Daveluy,"Montréal, Quebec",Order of Canada
Davenport,Alan G. Davenport,"London, Ontario",Order of Canada
Davenport,Paul Davenport,"London, Ontario",Order of Canada
Davey,Douglas Keith Davey,"Toronto, Ontario",Order of Canada
Davey,Jean F. Davey,"Brechin, Ontario",Order of Canada
Davey,Kenneth G. Davey,"North York, Ontario",Order of Canada
David,Paul David,"Ottawa, Ontario",Order of Canada
David,Tirone E. David,"Toronto, Ontario",Order of Canada
David-Raymond,Simone David-Raymond,"Westmount, Quebec",Order of Canada
Davidson,Agnes Boyd Davidson,"Regina, Saskatchewan",Order of Canada
Davidson,Alexander (Al) Davidson,"Nepean, Ontario",Order of Canada
Davidson,Diana Margaret Davidson,"Vancouver, British Columbia",Order of Canada
Davidson,Edgar Davidson,"Ottawa, Ontario",Order of Canada
Davidson,George F. Davidson,"Victoria, British Columbia",Order of Canada
Davidson,Janet M. Davidson,"Mississauga, Ontario",Order of Canada
Davidson,Robert Davidson,"White Rock, British Columbia",Order of Canada
Davidson,True Davidson,"Toronto, Ontario",Order of Canada
Davies,Adriana A. Davies,"Edmonton, Alberta",Order of Canada
Davies,John W. Davies,"Montréal, Quebec",Order of Canada
Davies,Michael R.L. Davies,"Kingston, Ontario",Order of Canada
Davies,Robertson Davies,"Toronto, Ontario",Order of Canada
Davies,William G. Davies,"Regina, Saskatchewan",Order of Canada
Davignon,Edgard Amédée Louis Davignon,"Val d'Or, Quebec",Order of Canada
Davignon,Jean Davignon,"Montréal, Quebec",Order of Canada
Davis,Austin Davis,"St. John's, Newfoundland and Labrador",Order of Canada
Davis,Elizabeth M. Davis,"Toronto, Ontario",Order of Canada
Davis,Henry F. Davis,"Rockliffe Park, Ontario",Order of Canada
Davis,Mary Morrison Davis,"Edmonton, Alberta",Order of Canada
Davis,Richard E.G. Davis,"Willowdale, Ontario",Order of Canada
Davis,Victor Davis,"Kitchener, Ontario",Order of Canada
Davis,William G. Davis,"Brampton, Ontario",Order of Canada
Dawes,Andrew A. Dawes,"Vancouver, British Columbia",Order of Canada
Dawson,Mary Dawson,"Ottawa, Ontario",Order of Canada
Day,Louis C. Day,"Edmonton, Alberta",Order of Canada
Day,William Lindemere Day,"Vancouver, British Columbia",Order of Canada
de Andrea,Guillermo de Andrea,"Montréal, Quebec",Order of Canada
de Bellefeuille,Pierre de Bellefeuille,"Verdun, Quebec",Order of Canada
de Billy,Godefroy de Billy,"Sillery, Quebec",Order of Canada
de Blicquy,Lorna Vivian de Blicquy,"Port Perry, Ontario",Order of Canada
de Bold,Adolfo J. de Bold,"Ottawa, Ontario",Order of Canada
de Champlain,Jacques de Champlain,"Montréal, Quebec",Order of Canada
de Chastelain,A.J.G.D. de Chastelain,"Rockcliffe, Ontario",Order of Canada
de Gagn,Donald de Gagné,Paris,Order of Canada
de Gaspé Beaubien,Philippe de Gaspé Beaubien,"Montréal, Quebec",Order of Canada
De Grace,J. Gérard De Grace,"Montréal, Quebec",Order of Canada
de Grandmaison,Nickolas R. de Grandmaison,"Banff, Alberta",Order of Canada
de Grandpr,Albert Jean de Grandpré,"Montréal, Quebec",Order of Canada
de Grandpr,Louis-Phillippe de Grandpré,"St-Lambert, Quebec",Order of Canada
de Klerk,Abraham (Braam) de Klerk,"Victoria, British Columbia",Order of Canada
De Koninck,Jean-Marie De Koninck,"Lac Beauport, Quebec",Order of Canada
De Koninck,Thomas De Koninck,"Québec, Quebec",Order of Canada
de la Sablonnière,Marcel de la Sablonnière,"Montréal, Quebec",Order of Canada
de Lint,Willem B.C. de Lint,"Regina, Saskatchewan",Order of Canada
de Mestral,Armand de Mestral,"Westmount, Quebec",Order of Canada
de Pedery-Hunt,Dora de Pedery-Hunt,"Toronto, Ontario",Order of Canada
de Pencier,Michael Christian de Pencier,"Toronto, Ontario",Order of Canada
de Tonnancour,Jacques G. de Tonnancour,"Outremont, Quebec",Order of Canada
de Verteuil,Michaëlle de Verteuil,Les Abricots,Order of Canada
de Villiers,Marq de Villiers,"Port Medway, Nova Scotia",Order of Canada
de Volpi,Charles P. de Volpi,"St-Sauveur-des-Monts, Quebec",Order of Canada
de Vries,Jan de Vries,"Pickering, Ontario",Order of Canada
De Zen,Vic De Zen,"Woodbridge, Ontario",Order of Canada
Deacon,Donald M. Deacon,"Charlottetown, Prince Edward Island",Order of Canada
Dean,Stella Jo Dean,"North Vancouver, British Columbia",Order of Canada
Décarie,Vianney Décarie,"Outremont, Quebec",Order of Canada
Decore,Laurence G. Decore,"Edmonton, Alberta",Order of Canada
DeCoster,Robert DeCoster,"Sillery, Quebec",Order of Canada
Decter,Michael B. Decter,"Toronto, Ontario",Order of Canada
DeFehr,Arthur A. DeFehr,"Winnipeg, Manitoba",Order of Canada
Defries,Robert D. Defries,"Toronto, Ontario",Order of Canada
Degroote,Michael G. Degroote,Paget,Order of Canada
Deichmann Gregg,Erica Deichmann Gregg,"Fredericton, New Brunswick",Order of Canada
Deiter,Walter Perry Deiter,"Balcarres, Saskatchewan",Order of Canada
Delage,Gérard Delage,"Montréal, Quebec",Order of Canada
Delamont,Arthur W. Delamont,"Vancouver, British Columbia",Order of Canada
Delaney,Catherine A. (Kiki) Delaney,"Toronto, Ontario",Order of Canada
DeLaporte,Helen DeLaporte,"Toronto, Ontario",Order of Canada
Delaquerriere,José Delaquerriere,"Montréal, Quebec",Order of Canada
Delisle,Andrew T. Delisle,"Caughnawaga, Quebec",Order of Canada
Dell,Flora M. Dell,"Moncton, New Brunswick",Order of Canada
Della Pergola,Edith Della Pergola,"Westmount, Quebec",Order of Canada
Dellandrea,Jon S. Dellandrea,Ontario,Order of Canada
Delorme,Jean-Claude Delorme,"Beaconsfield, Quebec",Order of Canada
Demers,Dominique Demers,"Montréal, Quebec",Order of Canada
Demers,Jocelyn Demers,"Boucherville, Quebec",Order of Canada
Demers,Rock Demers,"Montréal, Quebec",Order of Canada
Dempsey,Hugh A. Dempsey,"Calgary, Alberta",Order of Canada
Denault,Hayda Denault,"Québec, Quebec",Order of Canada
Denault,J.-Raymond Denault,"Outremont, Quebec",Order of Canada
Dence,Michael Robert Dence,"Ottawa, Ontario",Order of Canada
Denison,John B. Denison,"Kelowna, British Columbia",Order of Canada
Dennis,Graham W. Dennis,"Halifax, Nova Scotia",Order of Canada
Dennis,Lloyd A. Dennis,"Orillia, Ontario",Order of Canada
Dennys,Louise Dennys,"Toronto, Ontario",Order of Canada
Dent,Ivor Dent,"Edmonton, Alberta",Order of Canada
DePauw,Ron M. DePauw,"Swift Current, Saskatchewan",Order of Canada
Derome,Bernard Derome,"Montréal, Quebec",Order of Canada
Derouin,René Derouin,"Val-David, Quebec",Order of Canada
Derry,Duncan R. Derry,"Mississauga, Ontario",Order of Canada
Des Marais,Lucien Des Marais,"Montréal, Quebec",Order of Canada
Des Marais II,Pierre Des Marais II,"Saint-Faustin, Quebec",Order of Canada
Desautels,Andrée Desautels,"Magog, Quebec",Order of Canada
Desautels,L. Denis Desautels,"Ottawa, Ontario",Order of Canada
Desautels,Marcel A. Desautels,"Toronto, Ontario",Order of Canada
Desbarats,Peter Desbarats,"London, Ontario",Order of Canada
Desbiens,Jean-Paul Desbiens,"Château-Richer, Quebec",Order of Canada
Deschamps,Marcelle Haseneier Deschamps,"Pointe-aux-Trembles, Quebec",Order of Canada
Deschamps,Pierre Deschamps,"Montréal, Quebec",Order of Canada
Deschênes,Jules J. Deschênes,"Laval, Quebec",Order of Canada
Desjardins,Edmund J. Desjardins,"North Vancouver, British Columbia",Order of Canada
Deslauriers,Omer Deslauriers,"Toronto, Ontario",Order of Canada
Deslongchamps,Pierre Deslongchamps,"Lévis, Quebec",Order of Canada
Desmarais,André Desmarais,"Westmount, Quebec",Order of Canada
Desmarais,Hélène Desmarais,"Montréal, Quebec",Order of Canada
Desmarais,Jacqueline Desmarais,"Westmount, Quebec",Order of Canada
Desmarais,Paul Desmarais,"Montréal, Quebec",Order of Canada
Desmarais,Paul Desmarais,"Montréal, Quebec",Order of Canada
Després,Robert Després,"Québec, Quebec",Order of Canada
Desrochers,Alfred Desrochers,"Montréal, Quebec",Order of Canada
DesRochers,Clémence DesRochers,"Austin, Quebec",Order of Canada
Desrochers,Louis A. Desrochers,"Edmonton, Alberta",Order of Canada
Desrosiers,J.-Réal Desrosiers,"Trois-Rivières, Quebec",Order of Canada
Deutsch,John J. Deutsch,"Kingston, Ontario",Order of Canada
Devanesen,Sudarshan Devanesen,"Mississauga, Ontario",Order of Canada
Deveau,J. Alphonse Deveau,"Rivière-aux-Saumons, Nova Scotia",Order of Canada
Deveau,Louis E. Deveau,"Dartmouth, Nova Scotia",Order of Canada
Deverell,Rita Shelton Deverell,"Halifax, Nova Scotia",Order of Canada
Dewar,L. George Dewar,"O'Leary, Prince Edward Island",Order of Canada
Dewar,Marion Dewar,"Ottawa, Ontario",Order of Canada
Dewar,Vera Elizabeth Dewar,"Stratford, Prince Edward Island",Order of Canada
Dexter,Laurie Dexter,"Fort Smith, Northwest Territories",Order of Canada
Dextraze,Jacques-A. Dextraze,"Ottawa, Ontario",Order of Canada
Déziel,Julien Déziel,"Montréal, Quebec",Order of Canada
Dhalla,Naranjan S. Dhalla,"Winnipeg, Manitoba",Order of Canada
Di Luca,Primo I. Di Luca,"Islington, Ontario",Order of Canada
Diamond,Abel Joseph Diamond,"Toronto, Ontario",Order of Canada
Diamond,Allen Ephraim Diamond,"Toronto, Ontario",Order of Canada
Diamond,Jack Diamond,"Vancouver, British Columbia",Order of Canada
diCenzo,Colin D. diCenzo,"Hamilton, Ontario",Order of Canada
Dickason,Olive Patricia Dickason,"Ottawa, Ontario",Order of Canada
Dickens,Bernard M. Dickens,"Toronto, Ontario",Order of Canada
Dickins,Clennell H. Dickins,"Don Mills, Ontario",Order of Canada
Dickinson,Randy Eric Dickinson,"Fredericton, New Brunswick",Order of Canada
Dickinson,Terence Dickinson,"Yarker, Ontario",Order of Canada
Dickson,Brian Dickson,"Dunrobin, Ontario",Order of Canada
Dickson,H. Lovat Dickson,"Toronto, Ontario",Order of Canada
Dickson,Jennifer Dickson,"Ottawa, Ontario",Order of Canada
Dickson,Robert Clark Dickson,"Halifax, Nova Scotia",Order of Canada
Diemer,Charles A. Diemer,"Woodslee, Ontario",Order of Canada
Dillon,Richard Maurice Dillon,"Toronto, Ontario",Order of Canada
Dimma,William Andrew Dimma,"Toronto, Ontario",Order of Canada
Dinsdale,Henry B. Dinsdale,"Kingston, Ontario",Order of Canada
Dion,Céline Dion,"Laval, Quebec",Order of Canada
Dion,Denys Dion,"Brossard, Quebec",Order of Canada
Dion,Gérard Dion,"Sainte-Foy, Quebec",Order of Canada
Dion,Léon Dion,"Sillery, Quebec",Order of Canada
Dionne,Louis Dionne,"Sainte-Foy, Quebec",Order of Canada
Dionne,Louis-Philippe Dionne,"Ste-Marie de Beauce, Quebec",Order of Canada
Dirks,John Herbert Dirks,"Toronto, Ontario",Order of Canada
Dixon,Art Dixon,"Calgary, Alberta",Order of Canada
Dixon,C. Garfield Dixon,"Victoria, British Columbia",Order of Canada
Dixon,Gordon H. Dixon,"Victoria, British Columbia",Order of Canada
Doane,J. Chalmers Doane,"Maitland, Nova Scotia",Order of Canada
Dobbin,Craig Lawrence Dobbin,"Portugal Cove, Newfoundland and Labrador",Order of Canada
Dobell,Anthony R. C. Dobell,"Montréal, Quebec",Order of Canada
Dobell,Isabel M. Dobell,"Montréal, Quebec",Order of Canada
Dobell,Peter C. Dobell,"Ottawa, Ontario",Order of Canada
Dobrin,Mitzi Mildred Steinberg Dobrin,"Montréal, Quebec",Order of Canada
Dobrowolski,Jerzy A. Dobrowolski,"Ottawa, Ontario",Order of Canada
Dobson,John W. Dobson,"Montréal, Quebec",Order of Canada
Dobson,William A.C.H. Dobson,"Peterborough, Ontario",Order of Canada
Docquier,E. Gérard Docquier,"St-Luc, Quebec",Order of Canada
Dodge,David A. Dodge,"Ottawa, Ontario",Order of Canada
Dodge,William Dodge,"Ottawa, Ontario",Order of Canada
Dodson,Laura Dodson,"Niagara-on-the-Lake, Ontario",Order of Canada
Doherty,Brian Doherty,"Toronto, Ontario",Order of Canada
Doherty,Catherine Doherty,"Combermere, Ontario",Order of Canada
Doherty,Joseph  M. Doherty,Talagante,Order of Canada
Doherty,Maureen Doherty,"Bragg Creek, Alberta",Order of Canada
Doherty,Patrick Doherty,"Bragg Creek, Alberta",Order of Canada
Dohm,Thomas Anthony Dohm,"Vancouver, British Columbia",Order of Canada
Doiron,Joseph Aubin Doiron,"Wheatley River, Prince Edward Island",Order of Canada
Dollimore,Laverna Dollimore,"Brighton, Ontario",Order of Canada
Dolphin,David Dolphin,"Vancouver, British Columbia",Order of Canada
Domaradzki,Théodore F. Domaradzki,"Montréal, Quebec",Order of Canada
Donaghey,Samuel Donaghey,"Edmonton, Alberta",Order of Canada
Donald,Joan Donald,"Red Deer, Alberta",Order of Canada
Donalda,Pauline Donalda,"Montréal, Quebec",Order of Canada
Donato,Michel Donato,"Outremont, Quebec",Order of Canada
Donlon,Denise A. Donlon,"Toronto, Ontario",Order of Canada
Dorais,Léo A. Dorais,"Ottawa, Ontario",Order of Canada
Dor,Roland Doré,"Lac Supérieur, Quebec",Order of Canada
Dorion,Hélène Dorion,"Sherbrooke, Quebec",Order of Canada
Dorion,Henri Dorion,"Québec, Quebec",Order of Canada
Dorton,Roger A. Dorton,"Toronto, Ontario",Order of Canada
Dosman,James A. Dosman,"Saskatoon, Saskatchewan",Order of Canada
Dossetor,John Beamish Dossetor,"Ottawa, Ontario",Order of Canada
Dottori,Frank Dottori,"Temiscaming, Quebec",Order of Canada
Doucet,Roger Doucet,"Boucherville, Quebec",Order of Canada
Douglas,A. Vibert Douglas,"Kingston, Ontario",Order of Canada
Douglas,Ian Douglas,"Toronto, Ontario",Order of Canada
Douglas,James J. Douglas,"West Vancouver, British Columbia",Order of Canada
Douglas,Shirley Douglas,"Toronto, Ontario",Order of Canada
Douglas,Thomas C. Douglas,"Ottawa, Ontario",Order of Canada
Dover,Mary Dover,"Calgary, Alberta",Order of Canada
Dow,Jack M. Dow,"Toronto, Ontario",Order of Canada
Dow,"Richard G., Sr. Dow","Copper Cliff, Ontario",Order of Canada
Downey,James Downey,"Waterloo, Ontario",Order of Canada
Downey,R. Keith Downey,"Saskatoon, Saskatchewan",Order of Canada
Downs,Allan Rae Downs,"Winnipeg, Manitoba",Order of Canada
Doyle,Denzil Doyle,"Ottawa, Ontario",Order of Canada
Doyle,Francis Patrick Doyle,"Winnipeg, Manitoba",Order of Canada
Doyle,Richard J. Doyle,"Toronto, Ontario",Order of Canada
Doyle,Robert Doyle,"Stratford, Ontario",Order of Canada
Drabinsky,Garth Howard Drabinsky,"Toronto, Ontario",Order of Canada
Drache,Arthur B.C. Drache,"Ottawa, Ontario",Order of Canada
Drake,Charles George Drake,"London, Ontario",Order of Canada
Drance,Stephen M. Drance,"Vancouver, British Columbia",Order of Canada
Drapeau,Jean Drapeau,"Montréal, Quebec",Order of Canada
Drew,George A. Drew,"Toronto, Ontario",Order of Canada
Drinkwater,Glenn Wilson Drinkwater,"Cambridge, Ontario",Order of Canada
Driscoll,James B. Driscoll,"Belleville, Ontario",Order of Canada
Drouin,Richard Drouin,"Québec, Quebec",Order of Canada
Drouin-Kravis,Marie-Josée Drouin-Kravis,"New York, New York",Order of Canada
Drouin-Savard,Louise Drouin-Savard,"Sillery, Quebec",Order of Canada
Drury,Charles Mills Drury,"Ottawa, Ontario",Order of Canada
Dryden,Murray Dryden,"Islington, Ontario",Order of Canada
Drygala,Jan Drygala,"Oshawa, Ontario",Order of Canada
Du,Joseph N.H. Du,"Winnipeg, Manitoba",Order of Canada
Du Gas,Beverly Witter Du Gas,"Delta, British Columbia",Order of Canada
Dub,André Dubé,"Québec, Quebec",Order of Canada
Dub,Marcel Dubé,"Montréal, Quebec",Order of Canada
Dubeau,Angèle Dubeau,"Westmount, Quebec",Order of Canada
Dubienski,Bernard Bronislaw Dubienski,"Winnipeg, Manitoba",Order of Canada
Dubin,Charles L. Dubin,"Toronto, Ontario",Order of Canada
Dubois,Jacques Dubois,"Welland, Ontario",Order of Canada
Dubois,René-Daniel Dubois,"Montréal, Quebec",Order of Canada
Dubois,Yvan Dubois,"Laval, Quebec",Order of Canada
Dubuc,Jean-Claude Dubuc,"Île-des-Soeurs, Quebec",Order of Canada
Dubuc,Jean-Pierre Dubuc,"Cap Rouge, Quebec",Order of Canada
Dubuc,Joseph-Marie Antoine Dubuc,"Chicoutimi, Quebec",Order of Canada
Duchesneau,Jacques Duchesneau,"Piedmont, Quebec",Order of Canada
Duckworth,Henry E. Duckworth,"Winnipeg, Manitoba",Order of Canada
Duckworth,Muriel Duckworth,"Halifax, Nova Scotia",Order of Canada
Ducros,Pierre Y. Ducros,"Outremont, Quebec",Order of Canada
Dudek,Louis Dudek,"Montréal, Quebec",Order of Canada
Duff,Suzanne (Shannie) Duff,"St. John's, Newfoundland and Labrador",Order of Canada
Duffy,Angus B. Duffy,"Belleville, Ontario",Order of Canada
Duffy,J. Regis Duffy,"Charlottetown, Prince Edward Island",Order of Canada
Dufour,Ghislain Dufour,"Boucherville, Quebec",Order of Canada
Dufour,Jean-Marie Dufour,"Montréal, Quebec",Order of Canada
Dufour,Julien Dufour,"Pointe-au-Pic, La Malbaie, Quebec",Order of Canada
Dufresne,F. Gérard Dufresne,"Shawinigan-sud, Quebec",Order of Canada
Duguay,Calixte Duguay,"Caraquet, New Brunswick",Order of Canada
Duguay,Mathieu Duguay,"Lamèque, New Brunswick",Order of Canada
Duguay,Rodolphe Duguay,"Nicolet, Quebec",Order of Canada
Dumbrille,Richard M. Dumbrille,"Maitland, Ontario",Order of Canada
Dumesnil,Léonne Dumesnil,"Saint-Boniface, Manitoba",Order of Canada
Dumont,Fred J. Dumont,"Clairmont, Alberta",Order of Canada
Dumont,Lucille Dumont,"Montréal, Quebec",Order of Canada
Dunbar,Isobel Moira Dunbar,"Dunrobin, Ontario",Order of Canada
Dunbar,Maxwell John Dunbar,"Westmount, Quebec",Order of Canada
Dunbar,William Archibald Dunbar,"Whitehorse, Yukon",Order of Canada
Dunkley,Ronald G. Dunkley,"Waterloo, Ontario",Order of Canada
Dunlop,Edward Arunah Dunlop,"Toronto, Ontario",Order of Canada
Dunton,A. Davidson Dunton,"Ottawa, Ontario",Order of Canada
Dupont,Jean-Claude Dupont,"Sainte-Foy, Quebec",Order of Canada
Dupr,J. Stefan Dupré,"Toronto, Ontario",Order of Canada
Dupuis,Michel Dupuis,"Outremont, Quebec",Order of Canada
Dupuis,Renée Dupuis,"Ile d'Orléans, Quebec",Order of Canada
Dupuis Angers,Renée Dupuis Angers,"Verdun, Quebec",Order of Canada
Dupuis-Maillet,Corinne Dupuis-Maillet,"Montréal, Quebec",Order of Canada
Dupuy,Diane Lynn Dupuy,"Toronto, Ontario",Order of Canada
Dupuy,Pierre Dupuy,Rome,Order of Canada
Durocher-Jutras,Flore Durocher-Jutras,"Montréal, Quebec",Order of Canada
Duschenes,Mario Duschenes,"Montréal, Quebec",Order of Canada
Duschenes,Rolf Duschenes,"Grand Bay-Westfield, New Brunswick",Order of Canada
Dussault,Jean H. Dussault,"Ste-Foy, Quebec",Order of Canada
Dussault,René Dussault,"Québec, Quebec",Order of Canada
Dutil,Henri-Arthur Dutil,"Ste-Foy, Quebec",Order of Canada
Dutil,Marcel E. Dutil,"Outremont, Quebec",Order of Canada
Dutoit,Charles Dutoit,"Montréal, Quebec",Order of Canada
Dutton,(N.A.) Mervyn Dutton,"Calgary, Alberta",Order of Canada
Duval,Monique Duval,"Québec, Quebec",Order of Canada
Duval,Ovila Duval,"Nicolet, Quebec",Order of Canada
Dwivedi,Onkar P. Dwivedi,"Guelph, Ontario",Order of Canada
Dwyer,Peter M. Dwyer,"Ottawa, Ontario",Order of Canada
Dyck,Gertrude Dyck,Abu Dhabi,Order of Canada
Dyck,Howard Dyck,"Waterloo, Ontario",Order of Canada
Dyck,Victor Arnold Dyck,Vienna,Order of Canada
Dyer,Gwynne Dyer,London,Order of Canada
Dyment,John T. Dyment,"Vancouver, British Columbia",Order of Canada
Dysart,Shirley Dysart,"Saint John, New Brunswick",Order of Canada
Eadie,David Henry Eadie,"Ottawa, Ontario",Order of Canada
Earle,Arthur P. Earle,"Pointe - Claire, Quebec",Order of Canada
Earle,David Charles Earle,"Guelph, Ontario",Order of Canada
Earp,Alan James Earp,"Niagara-on-the-Lake, Ontario",Order of Canada
Eaton,Fredrik Stefan Eaton,"Toronto, Ontario",Order of Canada
Eaton,G. Campbell Eaton,"St. John's, Newfoundland and Labrador",Order of Canada
Eaton,R. Burnell Eaton,"Moncton, New Brunswick",Order of Canada
Eaton,R. Michael Eaton,"Dartmouth, Nova Scotia",Order of Canada
Eayrs,James G. Eayrs,"Toronto, Ontario",Order of Canada
Eber,Dorothy Harley Eber,"Montréal, Quebec",Order of Canada
Eberts,John David Eberts,"Katevale, Quebec",Order of Canada
Eckhardt,Ferdinand Eckhardt,"Winnipeg, Manitoba",Order of Canada
Economides,John N. Economides,"Montréal, Quebec",Order of Canada
Edinborough,Arnold Edinborough,"Oakville, Ontario",Order of Canada
Edmison,J. Alexander Edmison,"Peterborough, Ontario",Order of Canada
Edwardh,Marlys A. Edwardh,"Toronto, Ontario",Order of Canada
Edwards,Claude Edwards,"Gananoque, Ontario",Order of Canada
Edwards,Clifford H.C. Edwards,"Winnipeg, Manitoba",Order of Canada
Edwards,Iwan Edwards,"Lachine, Quebec",Order of Canada
Edwards,James A.S. Edwards,"Edmonton, Alberta",Order of Canada
Edwards,James F. (Stocky) Edwards,"Comox, British Columbia",Order of Canada
Edwards,Ralph A. Edwards,"Oona River, British Columbia",Order of Canada
Egnatoff,John G. Egnatoff,"Saskatoon, Saskatchewan",Order of Canada
Egoff,Sheila Agnes Egoff,"Vancouver, British Columbia",Order of Canada
Egoyan,Atom Egoyan,"Toronto, Ontario",Order of Canada
Ehnes,James Douglas Ehnes,"Bradenton, Florida",Order of Canada
Einfeld,Christian Einfeld,"Winnipeg, Manitoba",Order of Canada
Eisenhardt,Jan Eisenhardt,"Dorval, Quebec",Order of Canada
El Tassi,Abdo (Albert) El Tassi,"Winnipeg, Manitoba",Order of Canada
Eland,Ronald Allen Eland,"Kamloops, British Columbia",Order of Canada
Elder,David M. Elder,"Burlington, Ontario",Order of Canada
Elder,Robert James Elder,"Schomberg, Ontario",Order of Canada
Elgie,Robert G. Elgie,"Keswick, Ontario",Order of Canada
Elhilali,Mostafa Elhilali,"Verdun, Quebec",Order of Canada
Eliot,Charles William John Eliot,"Charlottetown, Prince Edward Island",Order of Canada
Elliott,Margaret E. Elliott,"London, Ontario",Order of Canada
Elliott,R. Fraser Elliott,"Toronto, Ontario",Order of Canada
Ellis,A. John Ellis,"Vancouver, British Columbia",Order of Canada
Ellis,Frank Ellis,"West Vancouver, British Columbia",Order of Canada
Ellis,Frederick H. Ellis,"Hamilton, Ontario",Order of Canada
Ellis,Ralph Colin Ellis,"Toronto, Ontario",Order of Canada
Emberley,Gordon Charles Emberley,"Lac Du Bonnet, Manitoba",Order of Canada
Émond,Pierre Émond,"Montréal, Quebec",Order of Canada
Engel,Howard Engel,"Toronto, Ontario",Order of Canada
Engel,Marian Engel,"Toronto, Ontario",Order of Canada
